mui,method,mod,nc,nmi
30,LP,0.5842,38,0.78
30,ML,0.5895,24,0.722
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5862,57,0.845
30,LP,0.5863,37,0.794
30,ML,0.5912,23,0.713
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5852,59,0.847
30,LP,0.5827,37,0.769
30,ML,0.5915,24,0.726
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.586,57,0.846
30,LP,0.5746,39,0.725
30,ML,0.5906,25,0.736
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5846,60,0.846
30,LP,0.5782,38,0.774
30,ML,0.5927,25,0.739
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5846,61,0.841
30,LP,0.5836,37,0.778
30,ML,0.5906,24,0.726
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5853,58,0.846
30,LP,0.582,36,0.759
30,ML,0.5922,23,0.718
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5856,59,0.846
30,LP,0.5795,39,0.762
30,ML,0.5918,25,0.733
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5853,59,0.841
30,LP,0.5826,39,0.792
30,ML,0.59,25,0.725
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5856,59,0.845
30,LP,0.5808,35,0.769
30,ML,0.5918,26,0.75
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5843,58,0.839
30,LP,0.5732,40,0.75
30,ML,0.5908,23,0.703
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5841,61,0.842
30,LP,0.5795,41,0.784
30,ML,0.5932,26,0.753
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5851,59,0.847
30,LP,0.58,37,0.755
30,ML,0.5907,24,0.72
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5848,57,0.837
30,LP,0.576,44,0.769
30,ML,0.5903,24,0.718
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5848,59,0.843
30,LP,0.5864,35,0.761
30,ML,0.592,26,0.742
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.586,59,0.846
30,LP,0.5847,38,0.779
30,ML,0.589,26,0.733
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.585,57,0.838
30,LP,0.5722,42,0.797
30,ML,0.5923,23,0.715
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5856,59,0.846
30,LP,0.5849,39,0.784
30,ML,0.5903,26,0.743
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5862,57,0.845
30,LP,0.576,38,0.786
30,ML,0.5909,23,0.712
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.586,59,0.847
30,LP,0.5813,38,0.781
30,ML,0.5932,25,0.743
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5836,59,0.84
30,LP,0.5874,37,0.785
30,ML,0.5922,25,0.738
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.586,58,0.847
30,LP,0.5796,37,0.79
30,ML,0.592,25,0.736
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5855,59,0.844
30,LP,0.5811,36,0.731
30,ML,0.592,25,0.737
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5854,59,0.847
30,LP,0.583,34,0.765
30,ML,0.5924,24,0.736
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.583,60,0.84
30,LP,0.5799,42,0.781
30,ML,0.5915,24,0.716
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.586,57,0.843
30,LP,0.5808,38,0.77
30,ML,0.5913,25,0.728
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5848,58,0.844
30,LP,0.5876,38,0.79
30,ML,0.5912,25,0.734
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5851,60,0.848
30,LP,0.5717,39,0.745
30,ML,0.5928,25,0.732
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5853,58,0.84
30,LP,0.5759,40,0.757
30,ML,0.5895,23,0.698
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5858,57,0.843
30,LP,0.5811,38,0.774
30,ML,0.5903,23,0.711
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5853,58,0.843
30,LP,0.5789,39,0.784
30,ML,0.5925,23,0.717
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5846,59,0.84
30,LP,0.5833,35,0.758
30,ML,0.5925,25,0.737
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5858,58,0.845
30,LP,0.5763,38,0.771
30,ML,0.5914,26,0.745
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5851,59,0.842
30,LP,0.5827,37,0.785
30,ML,0.591,25,0.731
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5853,59,0.846
30,LP,0.5824,37,0.767
30,ML,0.5931,24,0.724
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5841,59,0.836
30,LP,0.5808,40,0.779
30,ML,0.5921,28,0.764
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5854,59,0.847
30,LP,0.588,31,0.751
30,ML,0.5903,25,0.733
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5831,59,0.837
30,LP,0.5828,40,0.797
30,ML,0.5927,25,0.746
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5862,57,0.85
30,LP,0.5805,40,0.773
30,ML,0.5917,27,0.757
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5863,56,0.848
30,LP,0.5733,42,0.778
30,ML,0.5918,24,0.724
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5847,61,0.848
30,LP,0.5802,41,0.796
30,ML,0.5916,25,0.741
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5865,58,0.85
30,LP,0.5842,37,0.78
30,ML,0.5895,25,0.727
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5849,59,0.845
30,LP,0.5855,36,0.781
30,ML,0.5939,26,0.757
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.586,58,0.846
30,LP,0.5861,38,0.781
30,ML,0.5901,23,0.708
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5853,59,0.846
30,LP,0.587,40,0.801
30,ML,0.5913,25,0.734
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5854,58,0.847
30,LP,0.5854,37,0.775
30,ML,0.5915,24,0.724
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5847,58,0.844
30,LP,0.5861,37,0.783
30,ML,0.5927,24,0.728
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5854,59,0.849
30,LP,0.5769,39,0.761
30,ML,0.591,25,0.735
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5856,58,0.847
30,LP,0.5823,38,0.778
30,ML,0.5924,26,0.745
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5851,60,0.845
30,LP,0.5857,37,0.78
30,ML,0.5916,24,0.721
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5854,57,0.845
30,LP,0.5884,37,0.794
30,ML,0.5929,24,0.731
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.585,57,0.838
30,LP,0.5795,38,0.751
30,ML,0.592,23,0.715
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5861,57,0.846
30,LP,0.5855,37,0.769
30,ML,0.5917,26,0.753
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5851,57,0.843
30,LP,0.585,36,0.775
30,ML,0.5902,24,0.715
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5853,59,0.841
30,LP,0.5805,34,0.755
30,ML,0.5902,25,0.735
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5856,59,0.845
30,LP,0.585,35,0.745
30,ML,0.5918,24,0.725
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5851,60,0.847
30,LP,0.5835,36,0.768
30,ML,0.5918,24,0.732
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5851,60,0.843
30,LP,0.5854,34,0.756
30,ML,0.5932,25,0.745
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5863,58,0.847
30,LP,0.5883,35,0.786
30,ML,0.5923,27,0.759
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5849,61,0.845
30,LP,0.5842,36,0.763
30,ML,0.5918,25,0.725
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5852,56,0.845
30,LP,0.5774,39,0.788
30,ML,0.5925,25,0.749
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5856,58,0.845
30,LP,0.5812,33,0.734
30,ML,0.59,25,0.724
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5851,57,0.844
30,LP,0.5874,34,0.759
30,ML,0.5924,26,0.744
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5854,58,0.847
30,LP,0.581,38,0.753
30,ML,0.5932,24,0.733
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.586,57,0.844
30,LP,0.5838,40,0.794
30,ML,0.5901,24,0.716
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5853,59,0.844
30,LP,0.5738,40,0.78
30,ML,0.5913,24,0.726
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5851,59,0.846
30,LP,0.5764,41,0.747
30,ML,0.5923,25,0.747
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5858,59,0.847
30,LP,0.5851,32,0.734
30,ML,0.5911,27,0.755
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.584,59,0.841
30,LP,0.5803,38,0.774
30,ML,0.5912,24,0.725
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5846,58,0.839
30,LP,0.5781,38,0.773
30,ML,0.5905,26,0.749
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5858,58,0.847
30,LP,0.5751,42,0.792
30,ML,0.5917,25,0.735
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5846,59,0.843
30,LP,0.5729,40,0.77
30,ML,0.5923,25,0.742
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5851,60,0.843
30,LP,0.5825,40,0.808
30,ML,0.5918,25,0.741
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5862,57,0.845
30,LP,0.5805,37,0.753
30,ML,0.5914,24,0.73
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5848,57,0.839
30,LP,0.5813,37,0.764
30,ML,0.5885,24,0.712
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5853,57,0.841
30,LP,0.5854,33,0.751
30,ML,0.5917,25,0.737
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5851,59,0.845
30,LP,0.5833,37,0.785
30,ML,0.5921,23,0.713
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5846,61,0.843
30,LP,0.5777,32,0.719
30,ML,0.592,24,0.72
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.586,57,0.846
30,LP,0.5817,39,0.785
30,ML,0.5914,25,0.736
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5856,59,0.844
30,LP,0.5897,36,0.797
30,ML,0.5919,25,0.725
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5851,58,0.843
30,LP,0.581,37,0.778
30,ML,0.5922,24,0.726
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5853,59,0.843
30,LP,0.5835,37,0.758
30,ML,0.591,24,0.723
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5844,59,0.843
30,LP,0.5807,36,0.778
30,ML,0.5926,27,0.767
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5851,58,0.843
30,LP,0.5821,37,0.766
30,ML,0.5928,25,0.737
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5848,58,0.841
30,LP,0.5811,38,0.785
30,ML,0.5925,24,0.723
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5858,58,0.846
30,LP,0.5759,39,0.763
30,ML,0.591,27,0.75
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5851,59,0.844
30,LP,0.5695,39,0.742
30,ML,0.5927,25,0.739
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5856,57,0.845
30,LP,0.5875,37,0.785
30,ML,0.5929,25,0.748
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5846,60,0.845
30,LP,0.585,33,0.743
30,ML,0.5916,25,0.737
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5843,59,0.839
30,LP,0.5736,37,0.755
30,ML,0.5926,25,0.739
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5835,59,0.843
30,LP,0.5786,38,0.784
30,ML,0.5882,25,0.72
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5856,59,0.845
30,LP,0.5772,34,0.742
30,ML,0.5894,24,0.716
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5849,59,0.844
30,LP,0.5844,37,0.77
30,ML,0.5906,24,0.72
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5856,59,0.845
30,LP,0.5856,37,0.775
30,ML,0.5924,26,0.748
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5858,59,0.847
30,LP,0.5868,36,0.771
30,ML,0.5883,24,0.717
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5856,59,0.845
30,LP,0.5859,37,0.77
30,ML,0.5922,25,0.739
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5854,59,0.846
30,LP,0.5808,34,0.749
30,ML,0.5938,27,0.76
30,WT,0.5689,46,0.761
30,FG,0.5539,13,0.489
30,IM,0.5848,59,0.842
30,LP,0.5845,38,0.789
30,ML,0.5926,23,0.711
30,WT,0.5689,46,0.761
35,FG,0.5055,15,0.456
35,IM,0.5302,59,0.797
35,LP,0.533,32,0.713
35,ML,0.5362,24,0.657
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5309,58,0.808
35,LP,0.5285,36,0.718
35,ML,0.536,24,0.673
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.529,60,0.796
35,LP,0.5335,34,0.716
35,ML,0.5367,23,0.653
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5311,55,0.803
35,LP,0.5265,37,0.71
35,ML,0.5378,22,0.634
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5318,56,0.806
35,LP,0.5365,33,0.716
35,ML,0.5365,21,0.629
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5297,58,0.805
35,LP,0.5212,44,0.739
35,ML,0.5372,21,0.615
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5299,58,0.806
35,LP,0.5214,38,0.691
35,ML,0.5345,21,0.626
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5302,58,0.802
35,LP,0.5349,32,0.709
35,ML,0.5389,24,0.674
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5304,57,0.803
35,LP,0.5359,33,0.728
35,ML,0.537,22,0.638
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5308,57,0.806
35,LP,0.5185,36,0.692
35,ML,0.5367,23,0.652
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.529,58,0.793
35,LP,0.529,32,0.698
35,ML,0.5357,23,0.644
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5289,59,0.795
35,LP,0.5308,36,0.726
35,ML,0.5386,21,0.642
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5292,59,0.799
35,LP,0.5324,37,0.734
35,ML,0.537,21,0.629
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5286,61,0.795
35,LP,0.5257,32,0.713
35,ML,0.5384,23,0.652
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5299,58,0.804
35,LP,0.5239,39,0.733
35,ML,0.534,24,0.664
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5298,58,0.803
35,LP,0.5344,39,0.752
35,ML,0.5362,21,0.624
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5288,59,0.8
35,LP,0.529,36,0.718
35,ML,0.5384,21,0.63
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5295,59,0.801
35,LP,0.5268,33,0.677
35,ML,0.5381,23,0.659
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.531,56,0.798
35,LP,0.5257,39,0.733
35,ML,0.5343,19,0.603
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5286,58,0.793
35,LP,0.5298,34,0.713
35,ML,0.5365,21,0.628
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5305,58,0.803
35,LP,0.5307,31,0.686
35,ML,0.538,23,0.662
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5302,57,0.801
35,LP,0.536,34,0.739
35,ML,0.5413,22,0.656
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5291,59,0.8
35,LP,0.5325,36,0.732
35,ML,0.54,23,0.668
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5315,57,0.806
35,LP,0.5195,25,0.614
35,ML,0.5367,21,0.626
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5309,56,0.805
35,LP,0.5303,36,0.72
35,ML,0.5339,24,0.656
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5298,58,0.801
35,LP,0.5274,28,0.664
35,ML,0.5376,21,0.64
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5305,57,0.807
35,LP,0.5217,33,0.686
35,ML,0.5376,21,0.629
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5295,59,0.801
35,LP,0.5307,35,0.691
35,ML,0.537,23,0.663
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.528,59,0.794
35,LP,0.5319,36,0.722
35,ML,0.5405,23,0.657
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.53,58,0.804
35,LP,0.5279,42,0.748
35,ML,0.5348,21,0.636
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.528,61,0.793
35,LP,0.5232,33,0.674
35,ML,0.5406,22,0.658
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5298,57,0.802
35,LP,0.5274,37,0.717
35,ML,0.5384,22,0.647
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5302,58,0.8
35,LP,0.5319,32,0.698
35,ML,0.5357,19,0.603
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5311,56,0.803
35,LP,0.5336,32,0.7
35,ML,0.5349,24,0.659
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5272,61,0.793
35,LP,0.531,33,0.715
35,ML,0.5387,23,0.663
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5293,59,0.794
35,LP,0.5153,39,0.727
35,ML,0.5405,23,0.671
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5279,60,0.793
35,LP,0.5351,31,0.696
35,ML,0.5387,23,0.662
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5305,58,0.802
35,LP,0.5314,35,0.731
35,ML,0.5399,23,0.661
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5307,56,0.8
35,LP,0.5348,35,0.751
35,ML,0.5345,23,0.65
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5287,59,0.797
35,LP,0.5314,35,0.705
35,ML,0.5393,23,0.664
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5295,58,0.8
35,LP,0.5354,35,0.749
35,ML,0.5358,21,0.646
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5296,58,0.8
35,LP,0.5296,35,0.726
35,ML,0.5383,23,0.65
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5309,56,0.805
35,LP,0.5267,35,0.688
35,ML,0.5347,23,0.641
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5288,58,0.799
35,LP,0.5295,36,0.713
35,ML,0.5371,22,0.643
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5313,57,0.804
35,LP,0.5292,37,0.735
35,ML,0.536,24,0.67
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5284,59,0.797
35,LP,0.5272,40,0.725
35,ML,0.5397,23,0.668
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5309,59,0.805
35,LP,0.5262,28,0.646
35,ML,0.5368,22,0.633
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5294,59,0.8
35,LP,0.5283,38,0.72
35,ML,0.5391,23,0.672
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5297,58,0.8
35,LP,0.5297,36,0.718
35,ML,0.5366,22,0.632
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5296,57,0.797
35,LP,0.5311,32,0.699
35,ML,0.5377,24,0.657
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5298,59,0.802
35,LP,0.5306,34,0.717
35,ML,0.5374,22,0.638
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.531,55,0.808
35,LP,0.531,35,0.693
35,ML,0.5388,22,0.65
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.53,58,0.802
35,LP,0.5302,38,0.74
35,ML,0.5397,23,0.661
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5294,58,0.8
35,LP,0.529,38,0.721
35,ML,0.5371,21,0.627
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5286,59,0.795
35,LP,0.5293,37,0.715
35,ML,0.539,23,0.659
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5298,59,0.8
35,LP,0.5267,34,0.717
35,ML,0.5362,24,0.662
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.529,58,0.801
35,LP,0.5321,40,0.77
35,ML,0.5421,23,0.665
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5295,58,0.8
35,LP,0.5331,34,0.703
35,ML,0.54,22,0.649
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5305,57,0.801
35,LP,0.531,34,0.715
35,ML,0.5398,24,0.685
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5289,58,0.798
35,LP,0.5269,36,0.703
35,ML,0.5373,23,0.657
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5303,57,0.803
35,LP,0.5179,41,0.733
35,ML,0.5387,21,0.646
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5286,59,0.794
35,LP,0.5357,32,0.71
35,ML,0.5372,23,0.663
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5303,57,0.801
35,LP,0.5126,27,0.627
35,ML,0.5406,22,0.652
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5299,59,0.796
35,LP,0.521,32,0.657
35,ML,0.5377,23,0.652
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.53,58,0.801
35,LP,0.5161,37,0.703
35,ML,0.5367,23,0.652
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5297,58,0.805
35,LP,0.5292,31,0.681
35,ML,0.5364,22,0.64
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5286,59,0.798
35,LP,0.5229,35,0.673
35,ML,0.5359,22,0.636
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5306,57,0.803
35,LP,0.5288,29,0.673
35,ML,0.5383,22,0.657
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5312,57,0.808
35,LP,0.5257,36,0.718
35,ML,0.5399,22,0.662
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5305,57,0.807
35,LP,0.5292,31,0.685
35,ML,0.536,21,0.632
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5288,59,0.795
35,LP,0.5285,38,0.706
35,ML,0.5388,22,0.647
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.529,58,0.8
35,LP,0.5269,36,0.697
35,ML,0.5397,22,0.645
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5288,60,0.801
35,LP,0.5304,34,0.706
35,ML,0.5378,21,0.635
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5291,59,0.797
35,LP,0.5288,38,0.734
35,ML,0.5375,22,0.642
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5283,59,0.795
35,LP,0.5271,37,0.73
35,ML,0.5367,23,0.664
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5279,60,0.799
35,LP,0.5313,35,0.721
35,ML,0.5386,22,0.657
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5294,59,0.799
35,LP,0.5283,33,0.708
35,ML,0.5389,24,0.675
35,WT,0.4969,60,0.697
35,FG,0.5055,15,0.456
35,IM,0.5302,58,0.803
35,LP,0.5271,36,0.694
35,ML,0.5381,23,0.668
35,WT,0.4969,60,0.697
